created_at,Text,full_text
Sat Aug 03 06:50:07 +0000 2024,,@detikcom pengadaan dan penggunaan mobil mewah seperti ini apa pentingnya. Mau dianggap berwibawa di mata rakyat kan tentu tidak. Coba alihkan untuk hal penting yang mendasar lain. SD-SMA gratis plus makan siang bergizi. Parkir subsidi. Biaya RS/Klinik ada subsidi
Sat Aug 03 06:49:51 +0000 2024,,@JhonSitorus_18 Saya sebenarnya curiga soal makan siang gratis ini bukanlah program asli Prabowo tetapi kehendak Jokowi. Prabowo hanya menjilat saja untuk mempermasalahkan suatu hari nanti kalau sudah dilantik.
Sat Aug 03 06:30:12 +0000 2024,,Makan Siang Gratis #MakanSiangGratis #HarianDisway #Disway #MakanSiang https://t.co/dHsY02w4Mh https://t.co/3rhRi1HQW0
Sat Aug 03 06:29:22 +0000 2024,,@fanboynyasalma makan siang gratis
Sat Aug 03 06:26:46 +0000 2024,,@jisungricegrain Program makan siang gratis ternyata alkitabiah udah dilaksanakan dari 2000 th lalu 
Sat Aug 03 06:18:39 +0000 2024,,Uji-coba program makan siang gratis Rp 15.000 berupa nasi+sayur+ayam dan susu. Lanjutkan Pak Bowi dan Mas Samsul! Hanya saja prioritaskan dahulu daerah-daerah dgn stunting yg tinggi baru kemudian semua propinsi. InshaAllah berjalan lancar https://t.co/tfo5HfPt6N
Sat Aug 03 06:06:17 +0000 2024,,@tanyarlfes 1. ini bisa dikomunikasikan langsung drpd lu lempar ke menfes yg ujungnya g berdampak apapun di keluarga lu. 2. cari duit yg bisa mencukupi kebutuhan keluarga &amp; nyekolahin ipar ku rasa cukup menguras tenaga &amp; pikiran. 3. tdk ada makan siang gratis nder saling timbal balik aja.
Sat Aug 03 06:04:19 +0000 2024,,ternyata program makan siang gratis kristenisasi ?
Sat Aug 03 05:57:09 +0000 2024,,kan kita semua tau makan siang gratis lebih penting timbang sekolah gratis
Sat Aug 03 05:54:43 +0000 2024,,*Dulu Dijajah Belanda Sekarang Dijajah Reziim Dzolim dan biadab.. Sekarang walau sudah merdeka kemakmuran hanya sebatas pejabat aja toh rakyat harus mengais rejeki masing-masing bahkan ada presiden yang dipilih hanya karena dijanjikan makan siang gratis miris sekali. https://t.co/qgsxncbOBv
Sat Aug 03 05:32:11 +0000 2024,,@MakanMasak @ArifPetaniKopi Wah cocok ni buat makan siang gratis
Sat Aug 03 05:27:41 +0000 2024,,@Viechar_Zoel @oryza_wirawan Pertanyaab ke 3 Kok masih ada orang yang tidak skeptis terhadap klub yang menjadikan sebuah tragedi tapi tidak dihukum? Pertanyaan ke 4 Apakah mereka merasa bahwa klub nya tidak salah? Pertanyaan ke 5 Apakah tidak ada rasa janggal dari runtutan kejadian ini?
Sat Aug 03 05:09:13 +0000 2024,,lanjut lagi menu makan siang gratis hari ini https://t.co/yHwkiWzTei
Sat Aug 03 05:08:55 +0000 2024,,@MafiaWasit User name sosialis tapi balungane dewe ilang nyowo iseh belani klub. Asuw asuw WONG WONGAN EGOISSSS
Sat Aug 03 05:08:17 +0000 2024,,@BosPurwa Pantesan pendukung makan siang gratis kelakuan nya
Sat Aug 03 04:46:56 +0000 2024,,@tanyarlfes gapapa nder tenang aja. besok kita bakal dapet sembako gratis banyak. anak kita dapet makan siang gratis ya walau cmn 7k. tapi ttp harus bersyukur. jd kita ga perlu susah susah cari kerja lagi
Sat Aug 03 04:43:56 +0000 2024,,@OASPONTANS Lah ga ada makan siang gratis bng?
Sat Aug 03 04:32:52 +0000 2024,,Bocahe Gibran Nusantara Dampingi Wapres Terpilih Ujicoba Makan Siang Gratis di Surabaya https://t.co/Iiva6a6LCN
Sat Aug 03 04:31:12 +0000 2024,,Ga ada tuh yang namanya makan siang gratis . Semua ada harganya.
Sat Aug 03 04:27:46 +0000 2024,,@_WONBlN Gratis makan siang 5 tahun!!
Sat Aug 03 04:21:27 +0000 2024,,Semakin kesini gua makin mulai setuju dengan program makan siang gratis yg sudah dirubah menjadi makan bergizi gratis oleh pak prabowo. Karna gua merasakan memang perlu makan bergizi dah masyrakat +62 ini.
Sat Aug 03 04:17:36 +0000 2024,,@KangManto123 Berarti yg janji program makan siang gratis kmrn Tuhan ya?
Sat Aug 03 04:05:00 +0000 2024,,Program Tuhan itu melaksanakan syariat Islam secara kaffah! Tidak hanya makan siang gratis.
Sat Aug 03 04:00:39 +0000 2024,,Wakil Ketua Dewan Pembina Gerindra Hashim Djojohadikusumo mengungkapkan program makan bergizi gratis untuk anak sekolah yang diusung pemerintah Prabowo-Gibran akan meliputi sarapan dan makan siang. #bisnisupdate #update #bisnis #oneliner https://t.co/PKpsWCAIaZ https://t.co/eG1nO4ep6i
Fri Aug 02 23:27:40 +0000 2024,,@tempodotco Makan siang gratis saja belum pararuguh... 
Fri Aug 02 22:56:28 +0000 2024,,@liputan6dotcom Ini program bakal seperti program pembangunan IKN dana cekak nafsu besar hanya untuk meraup popularitas dari pada makan siang anak2 gratis baiknya orang tuanya diberdayakan untuk produktif.
Fri Aug 02 22:37:17 +0000 2024,,Improvisasi daerah makan siang gratis...
Fri Aug 02 19:19:24 +0000 2024,,@hyerwoon Kan nanti ada makan siang gratis
Fri Aug 02 18:41:43 +0000 2024,,Tidak ada yang punya program makan siang gratis di forum tokoh dunia ini tapi ada orang Indonesia yang sangat membanggakan disini.Siapa beliau simak jangan sampai gagal paham. https://t.co/zACpwkqKmZ
Fri Aug 02 16:45:38 +0000 2024,,@Megatop99 @Hercule56318204 @__AnakKolong @lili_sutaya @ferdinand_mpu @islah_bahrawi @Dennysiregar7 @mohmahfudmd @DrPullmanrogers @AgungNugro70049 @SangGuru2471 @Bambangmulyonoo @WagimanDeep212_ @alisyarief Betul sudah dari jaman baheula....Anti Stunting itu program dari dalam kandungan sampai balita... lha kok dihubungkan sama makan siang gratis anak sekolah... Opo wae dicari pembenaran... kalau mau jadi buzzer modal pengetahuan dikit lah biar gak malu2 in....
Fri Aug 02 16:26:42 +0000 2024,,@BANGSAygSUJUD @prabowo @99propaganda @are_inismyname @florieliciouss @Ndons_Back @Bank_Joee_ @XiaoMei_99 @zy_zy_lestary @Kimberley_PS08 @gustavssondhela @Julidonkk Realisasi kan pak kasian mereka yg kemarin pasang spanduk makan siang gratis. Di desa kami ada tiga titik yg pasang itu waktu pilpres.... Sekrang jd bahan sindiran terus
Fri Aug 02 16:10:40 +0000 2024,,Sudah dapat tulang plus tapi tambang. Jika program makan siang gratis gagal dan tambang telah habis masa kelolanya mereka akan kembali ke setingan pabrik. https://t.co/Tf6NUK2Cim
Fri Aug 02 15:59:30 +0000 2024,,Program makan siang gratis dipromosikan sebagai janji kampanye Prabowo Subianto dalam Pilpres 2024. &gt;&gt;&gt;&gt; jadi kesimpulannya adalah.... https://t.co/m11TdtRyYW
Fri Aug 02 15:26:27 +0000 2024,,Soal makan siang gratis sy setuju pendapat Ahok uangnya dikasih ke ibu menu diawasi guru/dinkes. Tak sesuai menu dana dihentikan. Ibu2 jg ikut tanggung jawab &amp; senang bisa sering belanja bahan masakan. Penjual sayur/ikan dll jg senang.
Fri Aug 02 15:22:21 +0000 2024,,@irasjafii Anak2 saya di skolah swasta jg makan siang di sekolah bayar juga tapi happy krn protein sayur buah trcukupi. Di rumah ga mau makan sayur tp di sekolah mau ga mau makan. Dulu skul di LN negri or swasta pasti ada tapi gak gratis juga.
Fri Aug 02 15:13:28 +0000 2024,,@CNNIndonesia Ini maksudnya makan siang gratis itu ya?
Fri Aug 02 15:01:32 +0000 2024,,@isenghoon Buat apa beras sebutir? Makan siang gratis aja berasnya udah jadi nasi :)
Fri Aug 02 14:53:07 +0000 2024,,GRATIS Makan Siang Program Prabowo-Gibran Buleleng Jadi Lokasi Pertama Uji Coba https://t.co/DtvRAozyeY
Fri Aug 02 13:42:05 +0000 2024,,@worksfess Makan tuh yg milih makan siang gratis
Fri Aug 02 13:35:22 +0000 2024,,Disdik Pekanbaru akan Gandeng UMKM Sajikan Makan Siang Gratis https://t.co/4OriPV7lz2
Fri Aug 02 13:19:33 +0000 2024,,Ini konslet juga nih orang ... Anwar Iskandar ketua umum MUI sebut PROGRAM MAKAN SIANG GRATIS ADALAH PROGRAM ALLAH SWT *Padahal inikan program Prabowo Gibran https://t.co/Msl2fsDccT
Fri Aug 02 13:15:21 +0000 2024,,@shionthetic buker pc 500+ itu harga pc klo ditotalin bs buat makan siang gratis
Fri Aug 02 13:09:00 +0000 2024,,Relawan Nyama Braya Gibran uji coba program makan siang gratis di Buleleng Ton! #MakanSiangGratis #PrabowoGibran #Buleleng https://t.co/8XUKJcbnSC
Fri Aug 02 13:01:28 +0000 2024,,@tempodotco Sebaiknya MUI tdk cawe2 ngurus makan siang gratis Msh bnyk urusan penegakan akidah krn bnyk oknum ulama yg menyimpang . Mis oknum ulama bilang boleh tukar pasangan kan gelo edan
Fri Aug 02 12:49:12 +0000 2024,,Efek program makan siang gratis !
Fri Aug 02 12:44:41 +0000 2024,,@hyu9gc @sophia0gc Hy wowo makan siang gratis when? 
Fri Aug 02 12:42:56 +0000 2024,,Meanwhile earth in another dimension: -Makan siang zonasi -Pendidikan GRATIS
Fri Aug 02 12:27:46 +0000 2024,,selain makan siang gratis buat anak2 kira2 apalagi y solusi pmrentah buat bantu org2 kecil pra-sejahtera... jgnkan org2 ini yg S1 S2 aja lg susah cari kerja apalagi mreka
Fri Aug 02 12:21:50 +0000 2024,,@retirementofyu ga ush gym kardio dlu aja. jogging gratis kok. abis itu makan sehari 1-2 x aja jam 11 siang dan 5 sore. bawa bekal/masak jgn beli kalo mau cutting. Dada ayam sekilo 50 ribu bisa untuk 4 meal berati each meal cmn 12rban. Sayuran jg murah2. gw semenjak cutting jd nabung byk
Fri Aug 02 12:16:29 +0000 2024,,@worksfess Oke gas oke gasss Pegawe lama cut off karna gaji dah tinggi. smntara yang muda melimpah dg biyaya yang kecill. All In prabowo gibran. Yg penting makan siang gratis
Fri Aug 02 12:16:12 +0000 2024,,@note96joy Langsung dapet makan siang gratis
Fri Aug 02 12:12:03 +0000 2024,,@tempodotco Kata Al Quran makan penting Terus dari situ doang bapak bilang kalo program makan siang gratis itu program Allah swt? Sakit bapak ini
Fri Aug 02 11:51:50 +0000 2024,,@JhonSitorus_18 Ngaco!! Jelas² kok staf ahli Prabowo bilang tidak akan lanjut IKN. Mereka memilih makan siang gratis.
Fri Aug 02 11:41:00 +0000 2024,,Relawan Nyama Braya Gibran melakukan uji coba program makan siang gratis di Buleleng. Ini merupakan uji coba pertama yang digelar di Bali. Simak di sini. Via @detikbali__ https://t.co/4MR0zWyqdi
Fri Aug 02 11:30:12 +0000 2024,,@Dennysiregar7 awas loh bang nnti d serang am yg ngguin makan siang gratis
Fri Aug 02 09:50:32 +0000 2024,,Program intel suruhan Jokowi yang paling berhasil ya infiltrasi MUI 1. Logo halal diganti jadi gunungan 2. Ngasih kecaman pas Ade Armando dibacok 3. Sekarang pro makan siang gratis
Fri Aug 02 09:46:48 +0000 2024,,Penjelasan mengenai Makan Siang Gratis khusus daerah Indonesia Timur daerah 3T. Dari Kementerian Kegelapan Negara Silakan disimak https://t.co/1ESN5aexlx
Fri Aug 02 09:46:05 +0000 2024,,Mendag Zulkifli Hasan: Anggaran Makan Siang Gratis per Porsi Sesuai Kemampuan Daerah https://t.co/EA4inLBApW #Bisnis
Fri Aug 02 09:39:40 +0000 2024,,@achuurine Minta makan siang gratis dung
Fri Aug 02 09:37:45 +0000 2024,,@SoobinCenat @YeonjunCenat Jadi kapan kita dapet makan siang gratis ?
Fri Aug 02 09:21:57 +0000 2024,,@manuskripku @SuryaKusumoR Nek wis Ono makan siang gratis rembukane enak...padhang matane nyedot udud ISO di pol ke
Fri Aug 02 09:17:54 +0000 2024,,Tak Hanya Sebut Makan Siang Gratis Program Tuhan Ketua MUI Minta Maaf ke Presiden: Kadang Suuzon.. https://t.co/SfHcB0FUvu
Fri Aug 02 09:12:14 +0000 2024,,@habiburokhman Lupakan makan siang dan susu gratis kasihan jongos² pak joko takut kerepotan.
Fri Aug 02 09:03:10 +0000 2024,,Kita tidak punya problem Judi kekerasan aparat hukum lingkungan hidup dll...semua sudah baik problem kita cuma ttg 1 program makan siang gratis itu...
Fri Aug 02 09:02:15 +0000 2024,,DITLANTAS POLDA KEP.BABEL Polwan Ditlantas Polda Kep.Babel Melaksanakan Giat Jum at Berkah dan Pembagian Makan Siang Gratis di Masjid Jami Kota Pangkal Pinang.(Jum at 02 Agustus 2024) #salampresisi‍️ https://t.co/C0px6PXwhg
Fri Aug 02 09:02:06 +0000 2024,,Sebaiknya kondom diberikan sepaket dengan makan siang gratis sehingga jika malamnya kebelet sudah ada persiapan. Badan sehat wikwik aman.
Fri Aug 02 09:02:00 +0000 2024,,niatnya mau nyari kopi gratis di ashta pas abis makan siang krn katanya ada installation oppo eh malah ketemu bss️ #latepost https://t.co/4sV5BxMZiq
Fri Aug 02 08:59:16 +0000 2024,,@tempodotco Jika Tuhan punya program makan siang gratis. Blio harusnya tidak menjabat sebagai ketua MUI.
Fri Aug 02 08:56:00 +0000 2024,,Anwar Iskandar Ketua MUI yang Sebut Makan Siang Gratis Program Tuhan Tak Boleh Dilawan https://t.co/ZV8VI2PgGG
Fri Aug 02 08:54:17 +0000 2024,,Makan siang gratis membuka celah korupsi mendingan berikan ke ortu masing-masing sebulan sekali &amp; mewajibkan membawa bekal ke sekolah .
Fri Aug 02 08:53:23 +0000 2024,,@Aryprasetyo85 @007_atacante @1072jayaa @165Hati @awank2017 @bacottetangga__ @basaillive @BosPurwa Makan siang gratis membuka celah korupsi mendingan berikan ke ortu masing-masing sebulan sekali &amp; mewajibkan membawa bekal ke sekolah .
Fri Aug 02 08:53:23 +0000 2024,,lha...uji cobanya makan siang gratis (14.500 -) nanti realisasinya di rubah jadi sarapan gratis cuma (7.500 -)(nasi bungkus). mantap...program wakanda.... https://t.co/YMoUBPCOxx
Fri Aug 02 08:15:00 +0000 2024,,Tak Hanya Sebut Makan Siang Gratis Program Tuhan Ketua MUI Minta Maaf ke Presiden: Kadang Suuzon.. https://t.co/LLV8UgdXWc
Fri Aug 02 08:14:50 +0000 2024,,@Mdy_Asmara1701 Tak Hanya Sebut Makan Siang Gratis Program Tuhan Ketua MUI Minta Maaf ke Presiden: Kadang Suuzon.. https://t.co/LLV8UgdXWc
Fri Aug 02 08:06:09 +0000 2024,,@wonjiqn Kalau jawab yg elegan Kamu udah makan? Sudah dengan 10 gizi berimbang dan makan siang gratis anak negeri ini akan semakin maju dan sukses! Apalagi ditambah olah raga yang teratur! Ayok mulai hidup sehat sejak sekarang! Nah.
Fri Aug 02 08:05:39 +0000 2024,,Tak Hanya Sebut Makan Siang Gratis Program Tuhan Ketua MUI Minta Maaf ke Presiden: Kadang Suuzon.. https://t.co/stuaC5zXE3
Fri Aug 02 07:57:49 +0000 2024,,@lewd_pics_jpg @JoulePikar Enakan makan siang gratis 
Fri Aug 02 07:54:31 +0000 2024,,@Joker_Ulosowo Alhamdulillah entuk makan siang gratis dadi lemu ginuk ginuk 
Fri Aug 02 07:52:41 +0000 2024,,@gominsiyy Aku ga berani takut ditandai :( nanti ga dapat makan siang gratis
Fri Aug 02 07:48:42 +0000 2024,,Ini namanya keputusan pemerintah ala tai kucing.. APBN sedang TDK baik2 saja tapi ngotot program makan siang gratis .. ujung2nya subsidi dan rakyat kecil yang MJD korban. @jokowi @gibran_tweet
Fri Aug 02 07:46:20 +0000 2024,,Anwar Iskandar Ketua MUI yang Sebut Makan Siang Gratis Program Tuhan Tak Boleh Dilawan https://t.co/7x5ho3oH6w
Fri Aug 02 07:45:22 +0000 2024,,@ferizandra Alhamdulillah akhirnya dapat makan siang gratis 
Fri Aug 02 07:43:30 +0000 2024,,@tempodotco program makan siang gratis tuhan yesus
Fri Aug 02 07:35:20 +0000 2024,,@arisetotelez Coba kamu tebak kak kalo bener dapat makan siang gratis selama dua hari.
Fri Aug 02 07:32:13 +0000 2024,,duit dari mana buzzer ini? mending buat makan siang gratis ga si https://t.co/IzKJMnDcB0
Fri Aug 02 07:30:45 +0000 2024,,Makan siang gratis konsesi tambang untuk ormas keagamaan. Semuanya adalah langkah mendekatkan diri kepada Tuhan Yang Maha Esa. Kajian: https://t.co/BFukPsDYNt https://t.co/pzpfaiXNQ5
Fri Aug 02 07:10:08 +0000 2024,,Sebagai bagian dari realisasi janji politik Presiden dan Wakil Presiden Terpilih 2024-2029 Prabowo Subianto dan Gibran Rakabuming Raka program makan siang gratis diuji coba di tiga Sekolah Dasar (SD) di Kabupaten Buleleng Bali https://t.co/gbm76vvvVX
Fri Aug 02 06:51:02 +0000 2024,,Aku mau sprei gratis Ibuku itu agak miskin Oh saya lihat live stream mu kenapa kamu ketawa ketawa hah Mana sprei gratis yang kau janjikan itu hah di saat pendukung mu ok gas ² - itu ga respect banget wok dan jangan lupa makan siang gratisnya wok 
Fri Aug 02 06:50:31 +0000 2024,,@babon_jantan Masuk neraka jalur nyinyirin program makan siang gratis pak
Fri Aug 02 06:49:06 +0000 2024,,@cumastalkingaja makan siang gratis 
Fri Aug 02 06:39:00 +0000 2024,,@sukanyamusik @Moreen_JKT48 @prabowo @gibran_tweet aku jg mau makan siang gratis pak
Fri Aug 02 06:34:33 +0000 2024,,@mhwnk_ makan siang gratis yg aman dari biaya akomodasi logistik biaya layanan fee panitia dll
Fri Aug 02 06:31:26 +0000 2024,,@Aryprasetyo85 @007_atacante @1072jayaa @165Hati @awank2017 @bacottetangga__ @basaillive @BosPurwa Mau ada Makan Siang Gratis atau Tidak Anak2 tetap Makan dirumah nya masing gitu aja ribuf qiqi
Fri Aug 02 06:03:14 +0000 2024,,Ok gas mari kita joget &amp; makan siang gratis https://t.co/JhYFlWlGKo https://t.co/77EfiTICGF
Fri Aug 02 05:49:59 +0000 2024,,@Aryprasetyo85 @AnjaniZita @03__nakula @2045Tv @__AnakKolong @_memoryusang @NgkongRoses @Muhadjir_M @msobri99 @AquinoBudi17357 @awank2017 Belajar dr pengalaman gaes kalo janjinya terlalu muluk2 wah berlebihan dipastikan omon2 kayak yg janji ngasih makan siang gratis dr harga 25rb pas kampanye turun 15rb pas debat turun 7500pas menang
Fri Aug 02 05:42:51 +0000 2024,,@balmadudin @ARSIPAJA Mad Belva kira kira sebelum sukses mikir gitu juga ngga ya kalo ada orang kaya bikin motivasi? Apa malah nambah pengen tau? Hmmm
Fri Aug 02 05:39:07 +0000 2024,,@jzsn_ Makan siang gratis yang program tuhan https://t.co/0qS0Cn3Y0v
Fri Aug 02 05:35:59 +0000 2024,,@B3doel___ Dah lah programnya kan makan siang gratis dapet piring cantik sama sendok..! Pensil mah bisa pake jelaga..
Fri Aug 02 05:33:36 +0000 2024,,imo konsum pionir better than program makan siang gratis pragib
Fri Aug 02 05:27:45 +0000 2024,,@StefanAntonio__ Iyaa lah dibawa ama di bayar pula tentu saja ga ada makan siang gratis an 
Fri Aug 02 04:58:38 +0000 2024,,@itsheenab @volkphlore salt air sambil makan siang gratis
Fri Aug 02 04:48:49 +0000 2024,,Mulai Agustus ini sekolah anak gw bikin program makan siang. Gw hepi kayak doa terkabul ni. Ga gratis kudu bayar 25 rb/kali makan. Makananya diatur oleh ahli gizi dari RS. Ga pake susu2an. Tapi ada 2 jenis protein sayur dan buah. Ya gitu seharusnya.
Fri Aug 02 04:45:19 +0000 2024,,Bapanas dukung program makan siang gratis pemerintah baru https://t.co/lvoD4EV2hd
Fri Aug 02 04:43:41 +0000 2024,,Publikasi Makan Gratis atau apa namanya menjadi sebuah pernyataan KEGAGALAN PEMERINTAH menyediakan Kebutuhan Dasar Masyarakat yaitu Pangan. Makan Siang Gratis berapapun besarannya adalah bentuk KEGAGALAN PEMERINTAH yang dibaca oleh Dunia (bukan program Tuhan) #hening
Fri Aug 02 04:42:23 +0000 2024,,@StefanAntonio__ @jokowi Yg penting makan siang gratis toh Itulah Kenapa 02 bisa menang krn kebodohan yg di pupuk terus dan Bansos agar Rakyat bodoh tetap bnyk n tergantung 
Fri Aug 02 04:31:56 +0000 2024,,@dhemit_is_back @PemkotSurabaya Iki mbayar sekolah e gek piro....? Nak mung makan siang gratis 7500 opo ngatasi...
Fri Aug 02 04:29:43 +0000 2024,,weekdays yang paling gua suka dari Senin-Jumat adalah hari Jumat wkwk apalagi kalo shift pagi jam 7 pulangnya cepet jam setengah 3. terus enaknya tiap Jumat tuh makan siangnya dapet naspad sama es gratis jam istirahatnya juga panjang dari 11 siang sampe jam 1
Fri Aug 02 04:12:11 +0000 2024,,@cokeecakee mana sprei gratis yang kau janjikan itu ha disaat pendukungm oke gas oke gas kamu malah ketawa itu gk rispek banget wok jangan lupa makan siang gratisnya wok
Fri Aug 02 04:04:06 +0000 2024,,Ini program makan gratis yg masak masyarakat disuruh masak dari jam 3 pagi sampe jam 2 siang dengan gaji 2 2jt??? Emang wajar ya segitu??
Fri Aug 02 03:51:24 +0000 2024,,@ARSIPAJA Sebuah Solusi yang sangat Brilian guys ajaib emang pola pikir para pejabat yg digaji pake duit pajak kalian awkaowkaowkaowkkawk
Fri Aug 02 03:49:36 +0000 2024,,@RadioElshinta Tanda² program makan siang gratis akan di tiadakan
Fri Aug 02 03:48:28 +0000 2024,,@Tan_Mar3M Ini lah penting nya makan siang gratis di sekolah biar bisa liat full video ny drpd cuman sepotong2
Fri Aug 02 01:13:32 +0000 2024,,@JhonSitorus_18 Program Tuhan kok pake uji coba Program Tuhan kok dananya dirubah Program Tuhan kok bukan untuk semua anak Indonesia (gak adil sejak kapan Tuhan) Program Tuhan kok pake studi banding Suek suek Tuhan di bawa bawa ke program makan siang gratis 
Fri Aug 02 01:03:48 +0000 2024,,@Muhayya__ Aman mbak karena anak2 sekolah dapat makan siang gratis 
Fri Aug 02 00:43:40 +0000 2024,,@vickotwitt Dengan makan siang gratis kecerdasan anak langsung ngaciiirrrrrr... (Maksudnya ngacir ninggalin) 
Fri Aug 02 00:39:41 +0000 2024,,@tham878 Sekolah gratis. Makan siang Gratis PLN disubsidi Angkutan KOTA disubsidi Kuliah di PTN Gratis. Gaji hakim TNI POLRI Naik Gaji GURU Naik Si omon omon: Makan siang 7500 doang. Mau naik semua dari duitnya Ura urus
Fri Aug 02 00:36:01 +0000 2024,,@unmagnetism Emang nanti siang ga dapet makan siang gratis?
Fri Aug 02 00:28:47 +0000 2024,,@PNS_Garis_Lucu mending makan siang gratis sambil joget-joget lah dari pada pendidikan.
Fri Aug 02 00:19:34 +0000 2024,,@erickthohir Dpt makan siang gratis gak ne...
Fri Aug 02 00:00:59 +0000 2024,,@Mangun666 @mas_veel Defisit anggaran smakin melebar dampak dr Mukidi terlalu kemlinthi pdhl gak gablek duit....mas bro. Pembiayaan APBN dr hal2 yg tdk produktif trutama Bansos / Subsidi yg tembus 20 % dr APBN Makan siang gratis dll. Indek pengangguran d kemiskinan smakin meningkat...
Thu Aug 01 23:54:57 +0000 2024,,@NyaiNeneng Makanya sejak awal rasanya aneh rakyat yg susah disuruh ngirit makanan apalagi yg program makan siang gratis yg digagas sama orang yg kelebihan gendut
Thu Aug 01 23:33:41 +0000 2024,,Presiden Terpilih Prabowo Subianto koreksi penamaan Program makan siang gratis menjadi makan Bergizi gratis untuk anak2 https://t.co/KevIDkprOF
Thu Aug 01 23:13:45 +0000 2024,,Ketentuan Allah itu menjamin kehidupan masyarakat bukan sekedar memberi makan siang gratis
Thu Aug 01 23:01:33 +0000 2024,,@kegblgnunfaedh Krn 58% lebih memilih makan siang gratis drpd contract farming. Takmir Masjid turun tangan @kementan @kemendag https://t.co/6zVhrwrldd
Thu Aug 01 22:35:00 +0000 2024,,@OposisiCerdas Nggak ada makan siang GRATIS 
Thu Aug 01 22:29:40 +0000 2024,,@ramafadillah92 @CNNIndonesia @aniesbaswedan T-tapi pada milih makan siang gratis dari pada pendidikan 
Thu Aug 01 22:09:03 +0000 2024,,@T0M5helby Budget makan siang gratis dikurangin karena biar bisa ditilep buat ngegedein perut si buncit.
Thu Aug 01 21:37:10 +0000 2024,,@BilanganGanjil @kompascom SDM makan siang gratis ️
Thu Aug 01 21:20:54 +0000 2024,,@prastow @detikcom @detikoto Ketika jaksa menjadi pengacara. Tipikal.
Thu Aug 01 20:49:59 +0000 2024,,Program :(1)Perubahan (1)kuliah gratis (2)berkelanjutan (2)makan siang gratis dan yang terpenting bokep gratis (lah wong saya suka kok)
Thu Aug 01 19:59:33 +0000 2024,,@CNNIndonesia Nanti akan ada digitalisasi dan hilirisasi. Banyak yg nyinyir memang. Itulah mengapa kita punya program makan siang gratis. Akan ada susu gratis.
Thu Aug 01 18:03:19 +0000 2024,,makan siang gratis :
Thu Aug 01 18:01:08 +0000 2024,,Ngopi ( Ngobrol Pintar ) Polsek Lenteng dalam rangka Jum'at curhat ke pada tokoh masyarakat selaku yang mempunyai provider https://t.co/KEZ5KZcrSF satu satunya di Indonesia hanya Kecamatan lenteng mendukung program perintahan spt halnya makan siang gratis #jumatcurhat #ngopi https://t.co/A98PZqpQkt
Thu Aug 01 16:52:15 +0000 2024,,@griltwink dapat makan siang gratis
Thu Aug 01 16:52:11 +0000 2024,,@okezonenews Rencana anggaran makan siang gratis aja minim kok mikirin nuklir
Thu Aug 01 16:12:26 +0000 2024,,Miris melihat para ulama kita justru jadi penjilat sangat bodoh dan gegabah menyamakan makan siang gratis sebagai program Tuhan.
Thu Aug 01 15:59:01 +0000 2024,,@yshmne___ Percuma ada makan siang gratis pak kalo anak anak sekolah suatu saat nanti gak bisa jadi atlet karna pengurusnya lebih mentingin perut sendiri @prabowo
Thu Aug 01 15:51:24 +0000 2024,,@DraftAnakUnpad nder sini ke MRU besok jumat ada makan siang gratis
Thu Aug 01 15:36:58 +0000 2024,,@rengokuroo Owh ada dong Dpt bonus juga entar sama makan siang gratis
Thu Aug 01 15:34:36 +0000 2024,,@karinalpot LU TUNGGUIN PROGRAM MAKAN SIANG GRATIS AJA ENTAR 2029 
Thu Aug 01 15:15:05 +0000 2024,,Ketua MUI Menyamakan Makan Siang Gratis dengan Program Tuhan https://t.co/mLbM8bXPQq
Thu Aug 01 15:04:36 +0000 2024,,@wildanja0L makan siang gratis
Thu Aug 01 14:59:08 +0000 2024,,@PUTRY_NUSANTARA - Makan Siang Gratis - Makan Pagi Bergizi - Makan Makan di IKN - Makan Tuh https://t.co/ZxagODUCwA
Thu Aug 01 14:53:26 +0000 2024,,@CNNIndonesia Tenang tinggl jogetin aja ntar jg kn dikasih makan siang gratis
Thu Aug 01 14:46:36 +0000 2024,,@13lue_Oc3an__ Lumayan dapet makan siang gratis plus rokok Djinggo 3 btg.....
Thu Aug 01 14:31:38 +0000 2024,,@Boediantar4 Gimna tdk remukkk...saat pilpres kmren dikasih calon presiden yg menggratiskan pendidikan malahan milih makan siang gratis yg ujung2nya jadi TAI..kan TOLOL namanya jd Kita Jogetin Ok Gas Ok Gassdd
Thu Aug 01 14:09:30 +0000 2024,,@reyhansagevti_ lajang tp yatim piatu gimana gak kerja? mau makan pake apa? makan siang gratis dari pemerintah? mboh kerja bukan harga diri woy butuh duit -_- lu makan gak pake duit? duit darimana kalo gak kerja
Thu Aug 01 14:07:22 +0000 2024,,@AbdiKabayan @ferrykoto @jokowi 11/100 juga kenyataan seperti itu data penduduk diperjualbelikan pasar gelap data nasional kebobolan pembelian alutsista penuh tanda tanya dan tidak transparan. Lantas mau dikasih nilai brp? Baper amat debat udah lewat diungkit2 giliran makan siang gratis cuma 7500 cuek aja
Thu Aug 01 13:51:49 +0000 2024,,VIDEO: Momen Gibran Uji Coba Makan Siang Gratis di Surabaya https://t.co/wnhtWMHjmm
